figure_id,comparison_id,reference,other,modality,metric,mean_diff,p_raw,p_holm,n_pairs,ci_lo,ci_hi
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,distance_correlation_tsne,0.016595,0.134351,0.134351,98,-0.004311,0.036470
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,distance_correlation_umap,0.010782,0.078512,0.078512,98,-0.009454,0.029431
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,manifold_dimensionality_intrin,-0.003335,0.380467,0.760935,98,-0.013031,0.006333
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,noise_resilience_intrin,-0.039508,0.216880,0.650640,98,-0.084210,0.002676
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,overall_quality_intrin,-0.015731,0.128908,0.257816,98,-0.031265,-0.001378
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,overall_quality_tsne,0.007276,0.214228,0.428456,98,-0.002221,0.016520
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,overall_quality_umap,0.006251,0.076724,0.092466,98,-0.003709,0.015820
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,participation_ratio_intrin,-0.007142,0.191618,0.539524,98,-0.014893,0.000308
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,spectral_decay_rate_intrin,-0.009664,0.001852,0.001852,98,-0.015674,-0.003945
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,trajectory_directionality_intrin,-0.012857,0.163198,0.368327,98,-0.027904,0.001298
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,ASW,0.041782,0.000000,0.000000,98,0.031557,0.051401
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,CAL,1409.979936,0.000000,0.000000,98,1122.209498,1729.630874
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,DAV,-0.127158,0.000000,0.000000,98,-0.152837,-0.103169
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,K_max_tsne,-90.581633,0.000000,0.000000,98,-114.226020,-68.989796
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,K_max_umap,-82.724490,0.000000,0.000000,98,-103.931122,-64.468878
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,Q_global_tsne,-0.008387,0.014842,0.029684,98,-0.014804,-0.002254
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,Q_global_umap,-0.004622,0.293410,0.341628,98,-0.011733,0.002614
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,Q_local_tsne,0.041839,0.000000,0.000000,98,0.033975,0.050129
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,Q_local_umap,0.055582,0.000000,0.000000,98,0.047013,0.064623
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,anisotropy_score_intrin,0.028979,0.000000,0.000000,98,0.020214,0.037238
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,distance_correlation_tsne,-0.027862,0.004766,0.014297,98,-0.045486,-0.010980
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,distance_correlation_umap,-0.025805,0.021968,0.043936,98,-0.046458,-0.005716
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,manifold_dimensionality_intrin,0.010099,0.022590,0.067771,98,-0.000178,0.020613
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,noise_resilience_intrin,0.027342,0.243323,0.650640,98,-0.006507,0.062688
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,overall_quality_intrin,0.012201,0.020964,0.062891,98,-0.000205,0.024756
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,overall_quality_tsne,0.001863,0.396056,0.428456,98,-0.006663,0.010215
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,overall_quality_umap,0.008385,0.046233,0.092466,98,-0.001172,0.018344
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,participation_ratio_intrin,0.002702,0.226228,0.539524,98,-0.005021,0.010380
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,spectral_decay_rate_intrin,0.013064,0.000004,0.000012,98,0.007514,0.018708
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_mutual_knn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_mutual_knn,scrna,trajectory_directionality_intrin,-0.000409,0.846861,0.846861,98,-0.013874,0.012877
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,ASW,-0.094810,0.000000,0.000000,98,-0.107509,-0.083100
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,CAL,-2863.534127,0.000000,0.000000,98,-3545.145088,-2260.920007
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,DAV,0.124786,0.000000,0.000000,98,0.103998,0.146941
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,K_max_tsne,20.693878,0.083472,0.083472,98,8.326276,34.461224
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,K_max_umap,27.030612,0.000000,0.000000,98,18.581378,36.428571
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,Q_global_tsne,0.019905,0.000003,0.000014,98,0.012360,0.027328
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,Q_global_umap,0.012932,0.000108,0.000433,98,0.006049,0.019601
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,Q_local_tsne,-0.028526,0.000000,0.000000,98,-0.035341,-0.021737
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,Q_local_umap,-0.012523,0.000766,0.001533,98,-0.019872,-0.005091
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,anisotropy_score_intrin,-0.018573,0.000038,0.000076,98,-0.028512,-0.009399
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,distance_correlation_tsne,0.066677,0.000000,0.000000,98,0.044644,0.088907
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,distance_correlation_umap,0.036827,0.000372,0.001486,98,0.016913,0.056168
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,manifold_dimensionality_intrin,-0.001897,0.497395,0.760935,98,-0.012035,0.008503
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,noise_resilience_intrin,-0.017016,0.553936,0.650640,98,-0.060370,0.026405
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,overall_quality_intrin,-0.014323,0.233099,0.257816,98,-0.029029,0.000169
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,overall_quality_tsne,0.019352,0.000656,0.001969,98,0.009472,0.029231
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,overall_quality_umap,0.012412,0.013583,0.040750,98,0.003194,0.021255
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,participation_ratio_intrin,-0.007685,0.179841,0.539524,98,-0.016000,0.000875
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,spectral_decay_rate_intrin,-0.017227,0.000018,0.000035,98,-0.023904,-0.010775
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_snn,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_snn,scrna,trajectory_directionality_intrin,-0.017491,0.122776,0.368327,98,-0.032808,-0.002401
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,ASW,0.023730,0.000128,0.000128,94,0.008894,0.038594
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,CAL,3711.520765,0.000000,0.000000,94,3173.573043,4298.899361
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,DAV,-0.108620,0.000000,0.000000,94,-0.138191,-0.077640
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,K_max_tsne,-1.606383,0.252415,0.252415,94,-20.181117,17.606649
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,K_max_umap,-20.936170,0.003799,0.003799,94,-34.777394,-7.775532
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,Q_global_tsne,0.055845,0.000000,0.000000,94,0.047688,0.064090
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,Q_global_umap,0.056968,0.000000,0.000000,94,0.048162,0.065435
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,Q_local_tsne,0.045786,0.000000,0.000000,94,0.034153,0.057641
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,Q_local_umap,0.060481,0.000000,0.000000,94,0.047613,0.074411
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,anisotropy_score_intrin,0.180955,0.000000,0.000000,94,0.166581,0.194401
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,distance_correlation_tsne,0.128196,0.000000,0.000000,94,0.104005,0.153249
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,distance_correlation_umap,0.136211,0.000000,0.000000,94,0.112154,0.161529
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,manifold_dimensionality_intrin,0.356287,0.000000,0.000000,94,0.342086,0.369994
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,noise_resilience_intrin,0.351664,0.000000,0.000000,94,0.301866,0.404356
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,overall_quality_intrin,0.267065,0.000000,0.000000,94,0.248189,0.286547
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,overall_quality_tsne,0.076609,0.000000,0.000000,94,0.064235,0.089547
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,overall_quality_umap,0.084553,0.000000,0.000000,94,0.071079,0.098154
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,participation_ratio_intrin,0.371621,0.000000,0.000000,94,0.349286,0.392832
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,spectral_decay_rate_intrin,0.147592,0.000000,0.000000,94,0.139829,0.155313
fig07,fig07_scCCVGBen_GAT_vs_DICL,scCCVGBen_GAT,DICL,scrna,trajectory_directionality_intrin,0.215585,0.000000,0.000000,94,0.195065,0.235221
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,ASW,0.265567,0.000000,0.000000,48,0.246130,0.284548
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,CAL,4324.325277,0.000000,0.000000,48,3612.796019,5107.741591
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,DAV,-0.670066,0.000000,0.000000,48,-0.716589,-0.621324
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,K_max_tsne,-52.500000,0.000121,0.000363,48,-80.458333,-22.686979
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,K_max_umap,-80.875000,0.000000,0.000000,48,-105.584375,-60.540625
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,Q_global_tsne,0.097738,0.000000,0.000000,48,0.081886,0.113012
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,Q_global_umap,0.090063,0.000000,0.000000,48,0.074325,0.105568
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,Q_local_tsne,0.191360,0.000000,0.000000,48,0.167910,0.216422
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,Q_local_umap,0.189267,0.000000,0.000000,48,0.164846,0.214470
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,anisotropy_score_intrin,-0.048087,0.000000,0.000000,48,-0.074966,-0.015612
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,distance_correlation_tsne,0.235012,0.000000,0.000000,48,0.196463,0.271576
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,distance_correlation_umap,0.228370,0.000000,0.000000,48,0.191822,0.263685
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,manifold_dimensionality_intrin,0.433130,0.000000,0.000000,48,0.388169,0.469533
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,noise_resilience_intrin,0.281693,0.000000,0.000001,48,0.208176,0.348814
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,overall_quality_intrin,0.278470,0.000000,0.000000,48,0.235105,0.314373
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,overall_quality_tsne,0.174703,0.000000,0.000000,48,0.151632,0.196730
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,overall_quality_umap,0.169233,0.000000,0.000000,48,0.146243,0.191889
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,participation_ratio_intrin,0.532108,0.000000,0.000000,48,0.479215,0.575200
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,spectral_decay_rate_intrin,0.159357,0.000000,0.000000,48,0.137343,0.177475
fig07,fig07_scCCVGBen_GAT_vs_DIP,scCCVGBen_GAT,DIP,scrna,trajectory_directionality_intrin,0.291893,0.000000,0.000000,48,0.244151,0.331921
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,ASW,0.069757,0.000000,0.000000,92,0.043983,0.093133
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,CAL,4312.013303,0.000000,0.000000,92,3682.377675,5004.660584
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,DAV,-0.034822,0.055391,0.055391,92,-0.097071,0.029455
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,K_max_tsne,-70.074468,0.000000,0.000000,94,-93.458511,-47.627660
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,K_max_umap,-67.712766,0.000000,0.000000,94,-90.831915,-47.872074
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,Q_global_tsne,0.061778,0.000000,0.000000,94,0.051312,0.072792
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,Q_global_umap,0.062594,0.000000,0.000000,94,0.051003,0.074142
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,Q_local_tsne,0.098363,0.000000,0.000000,94,0.082451,0.115196
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,Q_local_umap,0.098233,0.000000,0.000000,94,0.081347,0.115872
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,anisotropy_score_intrin,0.489994,0.000000,0.000000,94,0.480636,0.499909
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,distance_correlation_tsne,0.186592,0.000000,0.000000,94,0.153508,0.223568
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,distance_correlation_umap,0.191015,0.000000,0.000000,94,0.160429,0.221880
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,manifold_dimensionality_intrin,0.462654,0.000000,0.000000,94,0.447449,0.477665
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,noise_resilience_intrin,0.406361,0.000000,0.000000,94,0.355923,0.460377
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,overall_quality_intrin,0.433462,0.000000,0.000000,94,0.414161,0.453285
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,overall_quality_tsne,0.115578,0.000000,0.000000,94,0.097894,0.135555
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,overall_quality_umap,0.117281,0.000000,0.000000,94,0.100476,0.134835
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,participation_ratio_intrin,0.708212,0.000000,0.000000,94,0.697054,0.719587
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,spectral_decay_rate_intrin,0.255468,0.000000,0.000000,94,0.248320,0.262839
fig07,fig07_scCCVGBen_GAT_vs_FA,scCCVGBen_GAT,FA,scrna,trajectory_directionality_intrin,0.375497,0.000000,0.000000,94,0.357417,0.394249
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,ASW,0.208469,0.000000,0.000000,46,0.184725,0.231074
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,CAL,4497.772898,0.000000,0.000000,46,3750.817097,5325.550188
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,DAV,-0.484599,0.000000,0.000000,46,-0.534673,-0.434377
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,K_max_tsne,-59.304348,0.000014,0.000056,46,-83.979891,-33.021196
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,K_max_umap,-71.956522,0.000000,0.000000,46,-86.956522,-57.325543
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,Q_global_tsne,0.094873,0.000000,0.000000,46,0.078095,0.110536
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,Q_global_umap,0.093006,0.000000,0.000000,46,0.076462,0.109044
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,Q_local_tsne,0.151229,0.000000,0.000000,46,0.133677,0.170609
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,Q_local_umap,0.149162,0.000000,0.000000,46,0.128322,0.171956
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,anisotropy_score_intrin,0.471137,0.000000,0.000000,46,0.439540,0.493371
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,distance_correlation_tsne,0.239154,0.000000,0.000000,46,0.194919,0.280865
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,distance_correlation_umap,0.260022,0.000000,0.000000,46,0.216635,0.301384
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,manifold_dimensionality_intrin,0.389845,0.000000,0.000000,46,0.351567,0.422383
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,noise_resilience_intrin,0.306289,0.000000,0.000000,46,0.232009,0.373783
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,overall_quality_intrin,0.384084,0.000000,0.000000,46,0.340846,0.416431
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,overall_quality_tsne,0.161752,0.000000,0.000000,46,0.138991,0.183857
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,overall_quality_umap,0.167397,0.000000,0.000000,46,0.143046,0.191640
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,participation_ratio_intrin,0.671914,0.000000,0.000000,46,0.619104,0.704641
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,spectral_decay_rate_intrin,0.240996,0.000000,0.000000,46,0.223883,0.253522
fig07,fig07_scCCVGBen_GAT_vs_ICA,scCCVGBen_GAT,ICA,scrna,trajectory_directionality_intrin,0.336966,0.000000,0.000000,46,0.293156,0.369829
fig07,fig07_scCCVGBen_GAT_vs_INFO,scCCVGBen_GAT,INFO,scrna,ASW,0.223888,0.000000,0.000000,48,0.205408,0.241205
fig07,fig07_scCCVGBen_GAT_vs_INFO,scCCVGBen_GAT,INFO,scrna,CAL,4016.917134,0.000000,0.000000,48,3310.668968,4777.089487
fig07,fig07_scCCVGBen_GAT_vs_INFO,scCCVGBen_GAT,INFO,scrna,DAV,-0.546707,0.000000,0.000000,48,-0.604251,-0.491190
fig07,fig07_scCCVGBen_GAT_vs_INFO,scCCVGBen_GAT,INFO,scrna,K_max_tsne,-76.312500,0.000000,0.000000,48,-100.542708,-52.540625
fig07,fig07_scCCVGBen_GAT_vs_INFO,scCCVGBen_GAT,INFO,scrna,K_max_umap,-111.270833,0.000000,0.000000,48,-137.169271,-88.416667
fig07,fig07_scCCVGBen_GAT_vs_INFO,scCCVGBen_GAT,INFO,scrna,Q_global_tsne,0.047358,0.000000,0.000000,48,0.033567,0.061963
fig07,fig07_scCCVGBen_GAT_vs_INFO,scCCVGBen_GAT,INFO,scrna,Q_global_umap,0.045625,0.000000,0.000000,48,0.033001,0.058107
fig07,fig07_scCCVGBen_GAT_vs_INFO,scCCVGBen_GAT,INFO,scrna,Q_local_tsne,0.157276,0.000000,0.000000,48,0.134428,0.182631
fig07,fig07_scCCVGBen_GAT_vs_INFO,scCCVGBen_GAT,INFO,scrna,Q_local_umap,0.142380,0.000000,0.000000,48,0.120392,0.165410
fig07,fig07_scCCVGBen_GAT_vs_INFO,scCCVGBen_GAT,INFO,scrna,anisotropy_score_intrin,0.153950,0.000000,0.000000,48,0.119541,0.184642
fig07,fig07_scCCVGBen_GAT_vs_INFO,scCCVGBen_GAT,INFO,scrna,distance_correlation_tsne,0.103606,0.000000,0.000002,48,0.070136,0.137529
